station,year,month,pm25
Rohini,2024,2,125.57
Rohini,2024,3,86.66
Rohini,2024,4,73.95
Rohini,2024,5,94.76
Rohini,2024,6,55.86
Rohini,2024,7,42.7
Rohini,2024,8,27.78
Rohini,2024,9,43.83
Rohini,2024,10,131.1
Rohini,2024,11,295.93
Rohini,2024,12,211.09
Rohini,2025,1,200.72
Rohini,2025,2,119.81
Rohini,2025,3,86.94
Rohini,2025,4,89.51
Rohini,2025,5,67.21
Rohini,2025,6,51.18
Rohini,2025,7,31.73
Rohini,2025,8,32.97
Rohini,2025,9,34.69
Rohini,2025,10,123.7
Rohini,2025,11,280.21
Rohini,2025,12,269.27
Shadipur,2022,1,106.36
Shadipur,2022,2,98.14
Shadipur,2022,3,92.74
Shadipur,2022,4,103.01
Shadipur,2022,5,79.14
Shadipur,2022,6,55.68
Shadipur,2022,7,30.8
Shadipur,2022,8,32.48
Shadipur,2022,9,51.36
Shadipur,2022,10,120.84
Shadipur,2022,11,185.19
Shadipur,2022,12,189.18
Shadipur,2023,1,188.14
Shadipur,2023,2,167.65
Shadipur,2023,3,122.69
Shadipur,2023,4,92.22
Shadipur,2023,5,88.18
Shadipur,2023,6,67.4
Shadipur,2023,7,37.99
Shadipur,2023,8,43.92
Shadipur,2023,9,52.1
Shadipur,2023,10,127.12
Shadipur,2023,11,204.43
Shadipur,2023,12,192.51
Shadipur,2024,1,217.19
Shadipur,2024,2,105.21
Shadipur,2024,3,100.19
Shadipur,2024,4,116.1
Shadipur,2024,5,161.23
Shadipur,2024,6,139.66
Shadipur,2024,7,35.33
Shadipur,2024,8,46.65
Shadipur,2024,9,60.64
Shadipur,2024,10,97.71
Shadipur,2024,11,265.83
Shadipur,2024,12,166.88
Shadipur,2025,1,139.66
Shadipur,2025,2,80.54
Shadipur,2025,3,78.2
Shadipur,2025,4,119.43
Shadipur,2025,5,78.09
Shadipur,2025,6,64.49
Shadipur,2025,7,43.92
Shadipur,2025,8,51.7
Shadipur,2025,9,56.39
Shadipur,2025,10,91.13
Shadipur,2025,11,138.3
Shadipur,2025,12,165.27
Sirifort,2022,1,142.48
Sirifort,2022,2,98.56
Sirifort,2022,3,103.4
Sirifort,2022,4,120.7
Sirifort,2022,5,71.95
Sirifort,2022,6,51.25
Sirifort,2022,7,30.87
Sirifort,2022,8,28.65
Sirifort,2022,9,35.57
Sirifort,2022,10,97.4
Sirifort,2022,11,175.48
Sirifort,2022,12,165.27
Sirifort,2023,1,179.83
Sirifort,2023,2,109.24
Sirifort,2023,3,72.15
Sirifort,2023,4,69.18
Sirifort,2023,5,62.73
Sirifort,2023,6,41.59
Sirifort,2023,7,28.28
Sirifort,2023,8,31.66
Sirifort,2023,9,32.68
Sirifort,2023,10,91.57
Sirifort,2023,11,232.49
Sirifort,2023,12,194.73
Sirifort,2024,1,221.87
Sirifort,2024,5,78.53
Sirifort,2024,6,52.91
Sirifort,2024,7,39.08
Sirifort,2024,8,26.24
Sirifort,2024,9,40.49
Sirifort,2024,10,106.24
Sirifort,2024,11,239.64
Sirifort,2024,12,183.48
Sirifort,2025,1,188.54
Sirifort,2025,2,110.12
Sirifort,2025,3,78.72
Sirifort,2025,4,84.69
Sirifort,2025,5,78.48
Sirifort,2025,6,54.42
Sirifort,2025,7,34.19
Sirifort,2025,8,30.07
Sirifort,2025,9,29.17
Sirifort,2025,10,102.68
Sirifort,2025,11,214.27
Sirifort,2025,12,228.21
Sonia_Vihar,2022,1,149.71
Sonia_Vihar,2022,2,95.51
Sonia_Vihar,2022,3,85.01
Sonia_Vihar,2022,4,103.19
Sonia_Vihar,2022,5,90.66
Sonia_Vihar,2022,6,62.44
Sonia_Vihar,2022,7,45.38
Sonia_Vihar,2022,8,34.4
Sonia_Vihar,2022,9,39.84
Sonia_Vihar,2022,10,116.86
Sonia_Vihar,2022,11,214.87
Sonia_Vihar,2022,12,186.69
Sonia_Vihar,2023,1,181.65
Sonia_Vihar,2023,2,120.59
Sonia_Vihar,2023,3,79.17
Sonia_Vihar,2023,4,70.55
Sonia_Vihar,2023,5,73.18
Sonia_Vihar,2023,6,49.96
Sonia_Vihar,2023,7,40.16
Sonia_Vihar,2023,8,39.13
Sonia_Vihar,2023,9,45.94
Sonia_Vihar,2023,10,115.13
Sonia_Vihar,2023,11,269.53
Sonia_Vihar,2023,12,212.59
Sonia_Vihar,2024,1,218.46
Sonia_Vihar,2024,2,111.12
Sonia_Vihar,2024,3,73.66
Sonia_Vihar,2024,4,66.23
Sonia_Vihar,2024,5,87.74
Sonia_Vihar,2024,6,58.01
Sonia_Vihar,2024,7,57.6
Sonia_Vihar,2024,8,35.39
Sonia_Vihar,2024,9,48.03
Sonia_Vihar,2024,10,129.91
Sonia_Vihar,2024,11,282.42
Sonia_Vihar,2024,12,181.47
Sonia_Vihar,2025,1,136.65
Sonia_Vihar,2025,2,76.45
Sonia_Vihar,2025,3,54.21
Sonia_Vihar,2025,4,58.19
Sonia_Vihar,2025,5,63.67
Sonia_Vihar,2025,6,63.46
Sonia_Vihar,2025,7,35.81
Sonia_Vihar,2025,8,41.51
Sonia_Vihar,2025,9,34.93
Sonia_Vihar,2025,10,111.38
Sonia_Vihar,2025,11,240.37
Sonia_Vihar,2025,12,233.83
Sri_Aurobindo_Marg,2022,1,139.69
Sri_Aurobindo_Marg,2022,2,89.46
Sri_Aurobindo_Marg,2022,3,77.78
Sri_Aurobindo_Marg,2022,4,75.8
Sri_Aurobindo_Marg,2022,5,67.08
Sri_Aurobindo_Marg,2022,6,48.44
Sri_Aurobindo_Marg,2022,7,29.5
Sri_Aurobindo_Marg,2022,8,26.81
Sri_Aurobindo_Marg,2022,9,32.59
Sri_Aurobindo_Marg,2022,10,86.38
Sri_Aurobindo_Marg,2022,11,160.46
Sri_Aurobindo_Marg,2022,12,160.41
Sri_Aurobindo_Marg,2023,1,170.38
Sri_Aurobindo_Marg,2023,2,98.38
Sri_Aurobindo_Marg,2023,3,58.96
Sri_Aurobindo_Marg,2023,4,48.96
Sri_Aurobindo_Marg,2023,5,49.56
Sri_Aurobindo_Marg,2023,6,34.6
Sri_Aurobindo_Marg,2023,7,26.87
Sri_Aurobindo_Marg,2023,8,36.67
Sri_Aurobindo_Marg,2023,9,32.8
Sri_Aurobindo_Marg,2023,10,80.08
Sri_Aurobindo_Marg,2023,11,213.43
Sri_Aurobindo_Marg,2023,12,184.36
Sri_Aurobindo_Marg,2024,1,215.08
Sri_Aurobindo_Marg,2024,2,95.24
Sri_Aurobindo_Marg,2024,3,65.32
Sri_Aurobindo_Marg,2024,4,51.98
Sri_Aurobindo_Marg,2024,5,68.44
Sri_Aurobindo_Marg,2024,6,46.58
Sri_Aurobindo_Marg,2024,7,32.44
Sri_Aurobindo_Marg,2024,8,20.26
Sri_Aurobindo_Marg,2024,9,29.94
Sri_Aurobindo_Marg,2024,10,80.88
Sri_Aurobindo_Marg,2024,11,167.2
Sri_Aurobindo_Marg,2024,12,142.29
Sri_Aurobindo_Marg,2025,1,115.34
Sri_Aurobindo_Marg,2025,2,82.02
Sri_Aurobindo_Marg,2025,3,49.43
Sri_Aurobindo_Marg,2025,4,63.75
Sri_Aurobindo_Marg,2025,5,62.85
Sri_Aurobindo_Marg,2025,6,43.05
Sri_Aurobindo_Marg,2025,7,22.61
Sri_Aurobindo_Marg,2025,8,20.02
Sri_Aurobindo_Marg,2025,9,26.29
Sri_Aurobindo_Marg,2025,10,68.55
Sri_Aurobindo_Marg,2025,11,171.98
Sri_Aurobindo_Marg,2025,12,172.51
Vivek_Vihar,2022,1,179.2
Vivek_Vihar,2022,2,132.19
Vivek_Vihar,2022,3,105.0
Vivek_Vihar,2022,4,111.75
Vivek_Vihar,2022,5,83.06
Vivek_Vihar,2022,6,60.25
Vivek_Vihar,2022,7,37.2
Vivek_Vihar,2022,8,32.17
Vivek_Vihar,2022,9,42.76
Vivek_Vihar,2022,10,124.19
Vivek_Vihar,2022,11,208.24
Vivek_Vihar,2022,12,203.19
Vivek_Vihar,2023,1,200.67
Vivek_Vihar,2023,2,123.8
Vivek_Vihar,2023,3,85.82
Vivek_Vihar,2023,4,75.22
Vivek_Vihar,2023,5,73.24
Vivek_Vihar,2023,6,43.83
Vivek_Vihar,2023,7,23.02
Vivek_Vihar,2023,8,26.63
Vivek_Vihar,2023,9,29.05
Vivek_Vihar,2023,10,90.35
Vivek_Vihar,2023,11,203.15
Vivek_Vihar,2023,12,231.5
Vivek_Vihar,2024,1,247.67
Vivek_Vihar,2024,2,123.65
Vivek_Vihar,2024,3,80.01
Vivek_Vihar,2024,4,70.13
Vivek_Vihar,2024,5,83.49
Vivek_Vihar,2024,6,52.11
Vivek_Vihar,2024,7,39.43
Vivek_Vihar,2024,8,26.01
Vivek_Vihar,2024,9,46.48
Vivek_Vihar,2024,10,140.25
Vivek_Vihar,2024,11,301.83
Vivek_Vihar,2024,12,197.95
Vivek_Vihar,2025,1,217.22
Vivek_Vihar,2025,2,123.59
Vivek_Vihar,2025,3,75.82
Vivek_Vihar,2025,4,72.14
Vivek_Vihar,2025,5,66.02
Vivek_Vihar,2025,6,45.5
Vivek_Vihar,2025,7,28.88
Vivek_Vihar,2025,8,29.41
Vivek_Vihar,2025,9,35.76
Vivek_Vihar,2025,10,133.64
Vivek_Vihar,2025,11,269.57
Vivek_Vihar,2025,12,261.27
Wazirpur,2022,1,184.76
Wazirpur,2022,2,135.02
Wazirpur,2022,3,111.68
Wazirpur,2022,4,131.55
Wazirpur,2022,5,79.49
Wazirpur,2022,6,64.34
Wazirpur,2022,7,46.59
Wazirpur,2022,8,41.57
Wazirpur,2022,9,45.24
Wazirpur,2022,10,123.48
Wazirpur,2022,11,210.27
Wazirpur,2022,12,200.25
Wazirpur,2023,1,201.52
Wazirpur,2023,2,136.98
Wazirpur,2023,3,90.12
Wazirpur,2023,4,81.64
Wazirpur,2023,5,76.81
Wazirpur,2023,6,51.41
Wazirpur,2023,7,43.83
Wazirpur,2023,8,50.05
Wazirpur,2023,9,53.42
Wazirpur,2023,10,127.24
Wazirpur,2023,11,308.33
Wazirpur,2023,12,242.49
Wazirpur,2024,1,249.13
Wazirpur,2024,2,126.73
Wazirpur,2024,3,84.76
Wazirpur,2024,4,75.86
Wazirpur,2024,5,97.41
Wazirpur,2024,6,59.47
Wazirpur,2024,7,53.43
Wazirpur,2024,8,38.9
Wazirpur,2024,9,51.66
Wazirpur,2024,10,138.65
Wazirpur,2024,11,311.02
Wazirpur,2024,12,220.52
Wazirpur,2025,1,221.92
Wazirpur,2025,2,122.69
Wazirpur,2025,3,89.17
Wazirpur,2025,4,92.29
Wazirpur,2025,5,82.1
Wazirpur,2025,6,62.48
Wazirpur,2025,7,39.5
Wazirpur,2025,8,47.2
Wazirpur,2025,9,43.28
Wazirpur,2025,10,141.0
Wazirpur,2025,11,283.76
Wazirpur,2025,12,266.65
